Path,Station,Date,TMSTAMP,RECNBR,StnID,BatMin,ProgSig,AvgAir_T,MaxAir_T,HmMaxAir_T,MinAir_T,HmMinAir_T,AvgRH,MaxRH,HmMaxRH,MinRH,HmMinRH,Pluvio_Rain,MaxWS,HmMaxWS,AvgWS,AvgWD,AvgSD,AvgSoil_T05,MaxSoil_T05,MinSoil_T05,AvgRS_kw,MaxRS_kw,HmMaxRS,TotRS_MJ,TBRG_Rain,Avg_Soil_TP5_TempC,Max_Soil_TP5_TempC,Min_Soil_TP5_TempC,Avg_Soil_TP5_VMC,Max_Soil_TP5_VMC,Min_Soil_TP5_VMC,Avg_Soil_TP20_TempC,Max_Soil_TP20_TempC,Min_Soil_TP20_TempC,Avg_Soil_TP20_VMC,Max_Soil_TP20_VMC,Min_Soil_TP20_VMC,Avg_Soil_TP50_TempC,Max_Soil_TP50_TempC,Min_Soil_TP50_TempC,Avg_Soil_TP50_VMC,Max_Soil_TP50_VMC,Min_Soil_TP50_VMC,Avg_Soil_TP100_TempC,Max_Soil_TP100_TempC,Min_Soil_TP100_TempC,Avg_Soil_TP100_VMC,Max_Soil_TP100_VMC,Min_Soil_TP100_VMC,EvapTot24
NULL,russell,2023-05-02,"2023-05-03 00:00:00",771,215,12.5,7999,10.11,21.13,"2023-05-02 18:51:00",-2.785,"2023-05-02 05:57:00",46.24,99.8,"2023-05-02 06:04:00",15.94,"2023-05-02 15:27:00",0,11.6,"2023-05-02 14:07:00",2.275,190.7,49.35,7.617,11.84,3.724,0.281,0.819,"2023-05-02 13:58:35",24.2429,0,6.96,9.78,4.587,37.05,37.19,36.93,5.403,6.58,4.708,38.37,38.47,38.26,4.825,4.988,4.556,35.02,35.08,34.94,3.168,3.247,3.081,34.83,35.13,34.53,5.539
NULL,rosa,2023-05-02,"2023-05-03 00:00:00",775,538,12.82,7999,7.612,15.7,"2023-05-02 18:26:00",-0.437,"2023-05-02 05:56:00",53.24,84.1,"2023-05-02 23:47:00",29.1,"2023-05-02 17:04:00",0,8.68,"2023-05-02 11:32:15",2.83,341.3,49.88,5.584,7.961,3.583,0.301,0.858,"2023-05-02 13:47:40",25.97054,0,6.2,7.681,5.021,44.81,45.16,44.09,5.558,6.041,5.286,45.58,45.78,44.95,4.415,4.462,4.347,39.77,39.83,39.71,4.393,4.458,4.328,42.35,42.4,42.3,4.79
NULL,rorketon,2023-05-02,"2023-05-03 00:00:00",752,528,12.6,7999,9.25,21.48,"2023-05-02 18:24:00",-3.058,"2023-05-02 05:57:00",55.27,95.8,"2023-05-02 04:40:00",18.09,"2023-05-02 17:32:00",0,8.04,"2023-05-02 14:14:40",2.338,195,27.67,7.069,11.75,2.693,0.291,0.808,"2023-05-02 13:42:25",25.1591,0,6.039,7.624,4.755,42.83,43.26,42.19,5.506,5.984,5.244,46.6,47.77,42.89,4.436,4.557,4.281,46.7,46.77,46.61,3.117,3.22,2.999,46.24,46.57,45.3,5.463
NULL,riverton,2023-05-02,"2023-05-03 00:00:00",775,564,12.66,7999,7.078,14.94,"2023-05-02 13:55:00",-2.112,"2023-05-02 06:17:00",56.24,89,"2023-05-02 05:30:00",29.66,"2023-05-02 13:56:00",0,7.664,"2023-05-02 16:21:55",2.976,254.5,96.4,3.9,6.343,1.578,0.305,0.867,"2023-05-02 13:53:25",26.35052,0,4.142,5.984,2.568,51.65,53.65,50.18,2.391,2.821,2.104,48.94,49.04,48.84,NULL,NULL,NULL,35.6,35.71,35.52,NULL,NULL,NULL,28.51,28.71,28.37,4.934
NULL,rivers,2023-05-02,"2023-05-03 00:00:00",755,550,12.57,7999,8.76,19.7,"2023-05-02 18:10:00",-3.905,"2023-05-02 05:54:00",48.28,90,"2023-05-02 05:59:00",18.82,"2023-05-02 17:53:00",0,8.76,"2023-05-02 16:29:40",3.159,250.9,68.9,3.528,6.861,0.79,0.279,0.816,"2023-05-02 13:15:50",24.07698,0,3.195,5.182,1.453,31.33,31.5,31.1,2.033,2.868,1.509,31.72,31.89,31.63,2.239,2.253,2.222,30.35,30.52,30.08,5.356,5.369,5.34,41.96,42.71,38.53,5.662
NULL,reston,2023-05-02,"2023-05-03 00:00:00",775,245,12.46,7999,8.95,20.6,"2023-05-02 18:15:00",-3.463,"2023-05-02 05:37:00",55.49,100,"2023-05-02 02:14:00",17.64,"2023-05-02 18:05:00",0,9.23,"2023-05-02 17:00:25",2.843,227.9,41.97,5.04,10.42,0.954,0.293,0.842,"2023-05-02 14:06:10",25.32749,0,4.112,6.092,2.2,36.39,36.77,35.99,3.67,4.726,2.784,39.74,40.23,39.38,1.336,1.353,1.321,24.11,24.18,24.07,2.105,2.122,2.094,40.17,40.21,40.13,5.756
NULL,reedycreek,2023-05-02,"2023-05-03 00:00:00",775,552,12.87,7999,5.749,14.25,"2023-05-02 14:39:00",-4.347,"2023-05-02 04:56:00",59.2,94.6,"2023-05-02 06:00:00",25.3,"2023-05-02 11:33:00",0,9.53,"2023-05-02 17:25:45",2.524,167.9,81.4,7.622,11.51,4.078,0.306,0.917,"2023-05-02 12:53:30",26.42192,0,11.82,13.45,10.33,49.27,50.34,48,9.76,10.46,9.21,40.35,40.43,40.26,NULL,NULL,NULL,46.59,46.63,46.54,4.161,4.241,4.081,45.7,45.75,45.65,4.82
NULL,prawda,2023-05-02,"2023-05-03 00:00:00",775,560,12.53,7999,7.077,16.45,"2023-05-02 18:21:00",-1.686,"2023-05-02 05:41:00",49.99,87.3,"2023-05-02 23:56:00",22.21,"2023-05-02 16:23:00",0,9.11,"2023-05-02 11:21:55",2.753,329.5,28.17,5.195,7.263,3.39,0.319,0.922,"2023-05-02 13:03:35",27.55426,0,6.112,8.3,4.177,35.57,35.86,35.17,5.085,5.77,4.583,32.68,32.79,32.63,5.204,5.256,5.136,51.35,51.43,51.29,3.696,3.744,3.64,59.35,59.46,59.26,5.453
NULL,portage,2023-05-02,"2023-05-03 00:00:00",759,235,12.87,7999,8.67,19.58,"2023-05-02 18:04:00",-0.731,"2023-05-02 05:47:00",53.97,84.3,"2023-05-02 06:27:00",21.31,"2023-05-02 18:19:00",0,5.155,"2023-05-02 15:05:30",2.297,272,65.69,3.299,5.783,1.301,0.302,0.862,"2023-05-02 13:25:05",26.09998,0,7.141,11.03,3.865,36.47,36.73,36.15,3.772,5.038,3.053,35.25,35.7,34.76,1.147,1.159,1.135,29.6,29.71,29.49,2.441,2.478,2.418,41.22,41.36,41.12,4.7
NULL,poplarfield,2023-05-02,"2023-05-03 00:00:00",770,562,12.86,7999,9.13,17.27,"2023-05-02 18:34:00",-3.487,"2023-05-02 06:31:00",42.08,82.9,"2023-05-02 06:39:00",17.89,"2023-05-02 18:29:00",0,8.11,"2023-05-02 16:29:00",2.37,280.1,82.5,7.236,13.67,1.612,0.307,0.902,"2023-05-02 13:25:40",26.49365,0,6.314,11.05,2.112,24.71,25.34,24,4.291,6.229,2.678,21.24,21.71,20.58,1.156,1.172,1.137,20.25,22.13,18.82,1.374,1.39,1.352,36.24,36.29,36.2,5.399
NULL,plumas,2023-05-02,"2023-05-03 00:00:00",770,540,12.8,7999,9.01,20.47,"2023-05-02 17:14:00",-1.535,"2023-05-02 06:39:00",52.79,88.9,"2023-05-02 07:08:00",18.02,"2023-05-02 16:53:00",0,8.64,"2023-05-02 17:49:15",2.941,232.7,46.76,3.3,6.876,0.362,0.298,0.874,"2023-05-02 13:38:35",25.72444,0,3.398,5.289,1.755,49.03,49.95,47.96,1.957,2.766,1.409,62.61,63.67,61,1.733,1.76,1.723,44.27,44.33,44.2,NULL,NULL,NULL,33.44,33.96,33.26,5.566
NULL,pipelake,2023-05-02,"2023-05-03 00:00:00",770,526,12.62,7999,10.57,21.09,"2023-05-02 17:31:00",-3.402,"2023-05-02 05:07:00",43.66,95.4,"2023-05-02 05:17:00",13.99,"2023-05-02 16:46:00",0,11.37,"2023-05-02 17:14:00",3.528,257.1,34.54,9.06,18.59,0.981,0.29,0.838,"2023-05-02 13:54:00",25.00984,0,7.154,9.76,4.796,12.97,13.19,12.73,6.71,8.27,5.437,12.97,13.07,12.89,4.665,5.081,4.489,12.64,12.74,12.57,3.3,3.447,3.15,9.04,9.07,9,6.77
NULL,pierson,2023-05-02,"2023-05-03 00:00:00",754,232,12.49,7999,9.42,20.76,"2023-05-02 17:18:00",-3.158,"2023-05-02 06:48:00",51.14,99.9,"2023-05-02 04:20:00",16.5,"2023-05-02 16:43:00",0,9.09,"2023-05-02 12:54:40",2.425,189.5,55.28,9.88,15.76,4.971,0.289,0.823,"2023-05-02 13:44:05",24.96926,0,9.88,16.2,4.682,8.13,8.23,8.04,8.48,11.07,6.331,14.27,14.37,14.21,5.164,5.369,4.86,11.32,11.35,11.29,3.502,3.72,3.286,8.29,8.33,8.26,5.711
NULL,oakburn,2023-05-02,"2023-05-03 00:00:00",775,523,12.64,7999,8.46,19.59,"2023-05-02 18:11:00",-4.505,"2023-05-02 06:23:00",52.09,99.9,"2023-05-02 04:03:00",18.68,"2023-05-02 17:05:00",0,9.84,"2023-05-02 16:08:35",2.952,230.6,56.76,4.673,6.393,3.098,0.277,0.769,"2023-05-02 13:09:00",23.89606,0,4.131,5.412,3.108,48.15,50.01,46.22,3.32,3.741,3.067,50.45,50.53,50.28,2.507,2.593,2.417,46.71,46.82,46.61,2.097,2.172,2.033,41.37,41.4,41.33,5.644
NULL,ninette,2023-05-02,"2023-05-03 00:00:00",775,509,12.69,7999,7.963,18.98,"2023-05-02 18:33:00",-2.754,"2023-05-02 03:35:00",55.99,94.5,"2023-05-02 02:11:00",17,"2023-05-02 15:34:00",0,7.487,"2023-05-02 16:33:40",2.838,270,35.2,5.293,8.92,2.371,0.296,0.852,"2023-05-02 13:58:30",25.54983,0,6.666,9.63,4.152,37.85,38.24,37.52,4.718,5.863,3.921,40.6,41.24,40.01,2.315,2.458,2.178,45.58,45.71,45.49,2.224,2.298,2.156,43.63,43.72,43.53,5.168
NULL,newdale,2023-05-02,"2023-05-03 00:00:00",755,541,12.83,7999,8.34,19.07,"2023-05-02 17:33:00",-3.356,"2023-05-02 05:55:00",48.05,92.5,"2023-05-02 06:30:00",17.36,"2023-05-02 17:34:00",0,9.27,"2023-05-02 16:32:40",3.377,240.3,53.85,5.917,12.25,0.915,0.314,0.923,"2023-05-02 13:51:20",27.13223,0,3.454,5.234,1.824,25.56,25.8,25.36,1.575,2.562,1.342,29.48,29.57,29.38,1.729,1.768,1.654,30.18,30.21,30.15,1.242,1.258,1.225,26.33,26.35,26.31,6.233
NULL,neepawa,2023-05-02,"2023-05-03 00:00:00",775,551,12.85,7999,9.25,20.29,"2023-05-02 18:05:00",-3.562,"2023-05-02 06:19:00",45.57,87,"2023-05-02 06:22:00",15.65,"2023-05-02 17:42:00",0,9.94,"2023-05-02 15:48:20",2.833,238.7,32.47,1.861,4.137,0.287,0.279,0.814,"2023-05-02 13:47:20",24.07845,0,3.211,4.378,2.385,30.06,30.31,29.96,2.698,3.353,2.378,29.28,29.64,29,5.874,5.922,5.824,34.6,34.68,34.53,3.219,3.277,3.157,34.55,34.59,34.49,5.753
NULL,narcisse,2023-05-02,"2023-05-03 00:00:00",745,252,12.59,7999,8.83,17.8,"2023-05-02 18:03:00",-2.976,"2023-05-02 06:08:00",42.88,83.8,"2023-05-02 06:11:00",17.93,"2023-05-02 18:19:00",0,8.53,"2023-05-02 16:39:55",2.638,307.7,88.7,4.018,7.058,1.7,0.302,0.846,"2023-05-02 13:23:30",26.09992,0,5.087,6.648,3.858,57.51,58.28,56.62,4.71,5.453,4.31,57.33,58.01,56.63,4.442,4.535,4.367,NULL,NULL,NULL,4.131,4.194,4.063,53.48,53.57,53.41,5.463
NULL,mountainside,2023-05-02,"2023-05-03 00:00:00",777,508,12.59,7999,8.43,18.53,"2023-05-02 18:02:00",-4.012,"2023-05-02 04:09:00",44.21,83.1,"2023-05-02 05:13:00",17.63,"2023-05-02 17:15:00",0,6.84,"2023-05-02 17:09:10",2.694,209.8,58.53,3.439,5.503,1.767,0.294,0.833,"2023-05-02 14:03:10",25.38964,0,6.126,9.95,3.012,40.8,41.29,40.43,5.989,7.069,5.434,47.61,47.88,47.36,2.274,2.447,2.08,58.68,59.07,58.31,NULL,NULL,NULL,44.59,44.63,44.55,5.393
NULL,morris,2023-05-02,"2023-05-03 00:00:00",777,222,12.72,7999,8.14,17.54,"2023-05-02 18:50:00",-1.123,"2023-05-02 06:03:00",49.65,81.5,"2023-05-02 06:06:00",21.54,"2023-05-02 18:40:00",0,8.37,"2023-05-02 01:58:25",3.875,323.8,52.5,5.486,8.39,2.855,0.284,0.8,"2023-05-02 13:19:40",24.48444,0,5.301,6.969,3.848,40.9,41.07,40.72,11.01,11.71,10.66,44.9,45.01,44.82,3.204,3.318,3.077,40,40.12,39.87,2.526,2.606,2.452,40.82,40.85,40.77,5.112
NULL,moosehorn,2023-05-02,"2023-05-03 00:00:00",777,205,12.56,7999,8.63,17.88,"2023-05-02 16:20:00",-3.1,"2023-05-02 05:20:00",50.13,92.8,"2023-05-02 06:27:00",23.97,"2023-05-02 13:10:00",0,6.958,"2023-05-02 17:39:45",2.911,196.6,60.14,4.987,8.03,2.218,0.326,0.911,"2023-05-02 13:13:10",28.13949,0,5.841,8.46,3.47,37.9,38.72,37.01,5.09,5.732,4.634,36.36,40.74,30.57,4.703,4.81,4.623,NULL,NULL,NULL,4,4.087,3.911,49.6,49.67,49.49,5.836
NULL,minto,2023-05-02,"2023-05-03 00:00:00",777,506,12.71,7999,8.11,19.26,"2023-05-02 17:46:00",-3.287,"2023-05-02 05:46:00",53.78,90.7,"2023-05-02 05:53:00",20.44,"2023-05-02 18:26:00",0,7.468,"2023-05-02 16:05:30",2.948,243.2,38.03,6.655,8.65,4.755,0.301,0.866,"2023-05-02 14:04:00",26.02469,0,4.344,5.637,3.416,52.09,NULL,39.11,4.707,5.411,4.412,54.33,54.5,54,5.122,5.218,4.99,NULL,NULL,NULL,3.381,3.465,3.277,47.6,47.68,47.53,5.378
NULL,minnedosa,2023-05-02,"2023-05-03 00:00:00",750,221,12.64,7999,9.1,18.64,"2023-05-02 17:54:00",-3.269,"2023-05-02 05:47:00",44.23,87.7,"2023-05-02 05:51:00",16.29,"2023-05-02 12:34:00",0,10.66,"2023-05-02 17:26:15",3.505,253.5,34.05,6.489,12.26,1.454,0.288,0.844,"2023-05-02 13:35:30",24.89196,0,7.187,10.75,4.033,24.18,24.92,23.57,4.35,6,3.047,34.14,34.41,33.96,1.109,1.123,1.09,32.17,33.04,31.18,1.67,1.679,1.65,19.32,19.35,19.28,5.762
NULL,minitonas,2023-05-02,"2023-05-03 00:00:00",774,510,NULL,7999,11.23,22.98,"2023-05-02 18:36:00",-2.65,"2023-05-02 05:48:00",44.15,89.2,"2023-05-02 03:41:00",14.56,"2023-05-02 16:21:00",0,13.5,"2023-05-02 16:31:25",4.849,232.4,48.69,5.294,7.847,2.692,0.015,0.044,"2023-05-02 13:16:25",1.07426,0,7.367,10.81,0,38.73,39.56,NULL,5.422,6.288,0,35.58,36.06,NULL,1.197,1.218,0,25.92,27.02,NULL,NULL,NULL,0,37.94,38.4,NULL,5.504
NULL,miniota,2023-05-02,"2023-05-03 00:00:00",755,547,12.83,7999,9.35,20.89,"2023-05-02 17:40:00",-3.828,"2023-05-02 06:28:00",46.34,85.2,"2023-05-02 07:12:00",16.91,"2023-05-02 16:48:00",0,10.6,"2023-05-02 16:53:50",2.955,187.6,61.4,7.65,11.73,4.076,0.314,0.934,"2023-05-02 13:38:00",27.11016,0,7.499,10.21,5.219,28.3,28.44,28.15,6.723,8.16,5.654,24.54,24.71,24.45,NULL,NULL,NULL,9.88,14.78,3.784,3.47,3.583,3.35,26.47,26.57,26.38,6.439
NULL,menisino,2023-05-02,"2023-05-03 00:00:00",777,255,12.42,2630,7.12,15.79,"2023-05-02 16:41:00",-3.857,"2023-05-02 06:20:00",48.73,90.9,"2023-05-02 06:24:00",24.9,"2023-05-02 13:27:00",0,10.74,"2023-05-02 15:26:05",3.924,335.2,26.57,6.779,10.29,3.493,0.315,0.918,"2023-05-02 13:22:05",27.20773,0,8.11,13.12,4.119,11.66,11.92,11.28,6.844,8.32,5.579,15.23,15.39,15.06,5.504,5.618,5.314,9.88,9.93,9.83,4.235,4.337,4.141,40.11,40.18,40.04,5.886
NULL,mcauley,2023-05-02,"2023-05-03 00:00:00",777,546,12.74,7999,10.24,21.93,"2023-05-02 18:21:00",-1.779,"2023-05-02 04:54:00",48.02,90.2,"2023-05-02 03:33:00",15.57,"2023-05-02 17:24:00",0,8.04,"2023-05-02 17:09:05",2.132,196.7,30.32,6.887,11.41,2.772,0.318,0.937,"2023-05-02 13:31:25",27.47098,0,5.161,7.941,2.712,28.49,28.72,28.18,4.172,5.36,3.395,31.21,31.37,31.09,NULL,NULL,NULL,21.97,22.05,21.89,2.221,2.317,2.137,30.11,30.16,30.07,6.059
NULL,marchand,2023-05-02,"2023-05-03 00:00:00",777,537,12.7,7999,6.857,15.2,"2023-05-02 17:55:00",-2.64,"2023-05-02 05:39:00",54.05,89.1,"2023-05-02 05:34:00",25.36,"2023-05-02 17:49:00",0,9.33,"2023-05-02 13:08:15",3.331,320.9,47.99,3.847,6.673,1.221,0.3,0.884,"2023-05-02 13:36:45",25.86443,0,2.648,3.877,1.57,17.56,17.89,17.26,2.57,3.065,2.174,19.67,20.45,19.05,2.972,3.117,2.818,27.23,27.8,26.76,2.409,2.462,2.346,34.42,34.46,34.32,5.092
NULL,manitou,2023-05-02,"2023-05-03 00:00:00",777,242,12.74,7999,7.809,17.4,"2023-05-02 18:53:00",-3.085,"2023-05-02 03:54:00",48.81,85.4,"2023-05-02 03:48:00",19.5,"2023-05-02 16:12:00",0,5.86,"2023-05-02 14:11:10",2.453,300.9,64.17,6.032,10.48,2.329,0.29,0.831,"2023-05-02 13:15:30",25.01307,0,6.285,8.68,4.219,35.36,35.74,34.72,4.281,5.224,3.721,38.23,38.45,37.98,2.93,2.958,2.883,37.09,37.2,36.99,3.064,3.081,3.047,38.92,40.83,38.43,4.679
NULL,laurier,2023-05-02,"2023-05-03 00:00:00",761,553,12.77,7999,10.34,21.42,"2023-05-02 17:38:00",-2.49,"2023-05-02 05:20:00",48.78,87.9,"2023-05-02 05:34:00",15.84,"2023-05-02 17:17:00",0,8.94,"2023-05-02 14:30:05",3.053,230.3,59.33,6.652,10.19,3.574,0.293,0.837,"2023-05-02 13:26:35",25.2872,0,6.783,9.06,4.811,41.77,41.95,41.57,12.23,13.36,11.55,38.39,38.46,38.35,5.423,5.584,5.224,30.28,30.47,30.13,2.976,3.106,2.848,45.44,45.48,45.36,5.872
NULL,lakeland,2023-05-02,"2023-05-03 00:00:00",777,539,12.69,7999,9.37,20.11,"2023-05-02 18:27:00",-1.38,"2023-05-02 06:15:00",48.98,84.4,"2023-05-02 06:14:00",18.8,"2023-05-02 14:45:00",0,8.09,"2023-05-02 17:40:20",2.941,248.2,56.22,7.156,12.6,2.486,0.313,0.954,"2023-05-02 13:34:15",27.00866,0,7.722,12.21,3.787,34.74,35,34.34,7.155,8.48,6.381,28.04,28.09,28.02,4.56,4.828,4.418,32.53,32.67,32.44,3.681,3.784,3.58,43.63,43.79,43.54,5.549
NULL,lakefrancis,2023-05-02,"2023-05-03 00:00:00",777,556,12.54,7999,8.05,17.34,"2023-05-02 18:21:00",-2.82,"2023-05-02 06:06:00",48.04,89.3,"2023-05-02 07:00:00",14.94,"2023-05-02 16:31:00",0,5.939,"2023-05-02 13:54:50",2.428,272.9,73.39,2.265,4.996,0.074,0.318,0.939,"2023-05-02 13:31:20",27.40704,0,2.1,3.192,1.401,50.93,52.41,50.09,1.182,1.189,1.168,17.53,17.74,17.34,4.628,4.639,4.609,40.05,40.11,40.02,2.933,2.944,2.922,34.99,35.02,34.95,4.972
NULL,lakeaudy,2023-05-02,"2023-05-03 00:00:00",777,549,12.66,7999,8.29,19.73,"2023-05-02 18:07:00",-5.225,"2023-05-02 06:35:00",51.75,97.3,"2023-05-02 07:29:00",17.01,"2023-05-02 17:28:00",0,9.76,"2023-05-02 16:22:15",2.509,233,38.06,10.07,16.91,3.394,0.308,0.9,"2023-05-02 13:19:40",26.57169,0,9.39,14.08,5.257,34.75,35.29,33.79,7.081,8.28,6.193,37.55,37.69,37.42,4.585,4.694,4.447,26.31,26.35,26.27,3.568,3.652,3.493,29.79,29.81,29.76,5.96
NULL,lacdubonnet,2023-05-02,"2023-05-03 00:00:00",777,557,12.9,7999,6.452,16.53,"2023-05-02 16:42:00",-3.88,"2023-05-02 05:50:00",52.84,91.3,"2023-05-02 05:57:00",23.62,"2023-05-02 13:51:00",0,8.62,"2023-05-02 12:42:15",3.002,343.8,47.09,6.362,9.87,3.584,0.299,0.847,"2023-05-02 13:08:25",25.83576,0,7.443,9.06,5.937,39.29,39.53,39.16,4.762,4.878,4.661,46.41,46.71,46.2,4.316,4.38,4.225,45.56,45.74,45.41,3.393,3.445,3.338,49,49.04,48.91,5.168
NULL,kola,2023-05-02,"2023-05-03 00:00:00",777,531,12.63,7999,10.65,20.27,"2023-05-02 18:08:00",0.423,"2023-05-02 06:30:00",43.25,80.1,"2023-05-02 00:39:00",17.59,"2023-05-02 16:57:00",0,9.88,"2023-05-02 15:19:10",3.361,185.5,24.53,1.047,2.962,-0.107,0.288,0.816,"2023-05-02 14:03:05",24.88246,0,9.72,13.33,6.574,22.08,22.24,21.82,4.458,6.014,3.186,28.52,28.65,28.32,1.307,1.325,1.291,27.91,27.94,27.86,1.397,1.411,1.385,27.63,27.81,27.47,6.226
NULL,killarney,2023-05-02,"2023-05-03 00:00:00",777,220,12.46,3854,9.09,19.3,"2023-05-02 18:52:00",-1.136,"2023-05-02 06:25:00",45.14,75.59,"2023-05-02 06:26:00",19.67,"2023-05-02 17:00:00",0,6.056,"2023-05-02 14:08:40",2.484,270.5,44.12,5.597,8.66,3.008,0.298,0.843,"2023-05-02 14:03:25",25.68607,0,7.283,9.75,5.463,52.27,52.8,51.74,5.531,6.808,4.825,45.3,45.47,44.93,3.126,3.279,2.959,46.4,46.51,46.27,3.445,3.553,3.363,51.91,52.02,51.74,5.042
NULL,kenton,2023-05-02,"2023-05-03 00:00:00",777,548,12.87,7999,8.67,20.59,"2023-05-02 17:32:00",-5.238,"2023-05-02 06:17:00",49.14,93.3,"2023-05-02 06:39:00",17.07,"2023-05-02 17:16:00",0,9.07,"2023-05-02 16:26:05",2.816,239.4,61.38,7.126,10.66,3.819,0.319,0.928,"2023-05-02 13:39:55",27.50567,0,6.403,8.56,4.581,42.32,42.62,42,5.423,6.352,4.851,46.51,46.73,46.14,4.134,4.208,3.994,43.2,43.28,43.16,9.01,9.07,8.93,44.54,44.64,44.48,6.245
NULL,keld,2023-05-02,"2023-05-03 00:00:00",777,532,12.82,7999,10.83,21.97,"2023-05-02 17:32:00",-3.426,"2023-05-02 05:25:00",42.34,91.1,"2023-05-02 05:27:00",14.4,"2023-05-02 17:31:00",0,11.11,"2023-05-02 17:39:40",4.435,209.3,20.77,6.299,11.38,1.64,0.286,0.8,"2023-05-02 13:23:20",24.69768,0,6.24,10.09,2.471,35.65,36.26,35.13,4.501,6.171,3.057,30.03,30.26,29.93,1.261,1.336,1.216,33.67,34.41,32.7,1.605,1.627,1.59,48.33,48.47,48.07,7.004
NULL,kane,2023-05-02,"2023-05-03 00:00:00",777,524,12.53,7999,8.16,18.05,"2023-05-02 17:57:00",-1.736,"2023-05-02 06:05:00",51.79,82,"2023-05-02 06:15:00",18.31,"2023-05-02 18:23:00",0,8.72,"2023-05-02 11:44:45",3.405,314,54.23,5.442,9.66,1.845,0.289,0.806,"2023-05-02 13:23:55",24.92145,0,4.73,6.261,3.483,30.97,31.38,30.6,3.568,4.333,3.163,31.4,31.52,31.33,0.673,0.731,0.61,26.41,26.97,25.87,0.511,0.529,0.492,29.59,29.63,29.56,4.999
NULL,inwood,2023-05-02,"2023-05-03 00:00:00",777,516,12.73,7999,8.29,15.98,"2023-05-02 17:24:00",-1.657,"2023-05-02 05:42:00",47.83,94.5,"2023-05-02 05:10:00",17.73,"2023-05-02 17:51:00",0,5.821,"2023-05-02 12:32:10",2.26,255,81.4,4.988,6.403,3.692,0.284,0.798,"2023-05-02 13:37:40",24.52999,0,5.996,8.47,3.893,39.65,40.02,39.2,5.385,6.032,4.895,23.03,23.35,22.78,4.177,4.251,4.091,63.66,63.74,63.55,3.982,4.048,3.925,43.13,43.17,43.11,4.675
NULL,inglis,2023-05-02,"2023-05-03 00:00:00",777,525,12.59,7999,10.25,21,"2023-05-02 17:38:00",-0.538,"2023-05-02 00:04:00",41.74,78.22,"2023-05-02 00:12:00",15.58,"2023-05-02 18:30:00",0,9.98,"2023-05-02 17:03:25",4.14,188.5,43.6,4.978,7.156,3.139,0.307,0.879,"2023-05-02 13:45:55",26.50683,0,5.67,7.845,3.953,30.05,30.28,29.8,3.347,4.544,2.613,29.81,29.98,29.71,2.276,2.369,2.163,42.9,43.74,42.2,2.155,2.201,2.106,47.29,47.31,47.24,6.892
NULL,holland,2023-05-02,"2023-05-03 00:00:00",770,559,12.82,7999,8.91,19.62,"2023-05-02 18:47:00",-2.91,"2023-05-02 06:20:00",47.55,91,"2023-05-02 06:53:00",18.92,"2023-05-02 17:04:00",0,8.51,"2023-05-02 15:50:00",2.892,233.1,46.66,3.704,6.624,1.238,0.283,0.834,"2023-05-02 13:59:20",24.43862,0,2.8,4.589,1.54,24.42,24.72,24.2,1.299,1.648,1.18,17.77,17.83,17.74,2.87,2.961,2.761,34.83,35.05,34.61,1.968,2.012,1.93,34.04,34.22,33.84,5.386
NULL,hamiota,2023-05-02,"2023-05-03 00:00:00",755,214,12.69,7999,8.61,19.67,"2023-05-02 18:06:00",-3.501,"2023-05-02 06:23:00",50.84,93.4,"2023-05-02 05:44:00",19.62,"2023-05-02 17:52:00",0,8.76,"2023-05-02 17:58:00",2.74,244.4,63.47,3.37,7.612,0.296,0.281,0.806,"2023-05-02 13:13:20",24.25245,0,4.851,7.271,2.634,30.93,31.27,30.69,3.855,4.996,3.006,23.99,24.23,23.8,2.789,2.948,2.573,23.4,23.71,23.14,2.219,2.312,2.133,28.42,28.54,28.31,5.56
NULL,grandview,2023-05-02,"2023-05-03 00:00:00",777,219,12.55,7999,9.75,22.03,"2023-05-02 18:26:00",-4.222,"2023-05-02 02:44:00",44.92,88.1,"2023-05-02 07:00:00",13.98,"2023-05-02 16:55:00",0,13.39,"2023-05-02 17:33:10",4.817,259.3,29.58,8.6,11.6,5.693,0.292,0.823,"2023-05-02 13:21:05",25.19035,0,8.36,11.05,5.747,33.93,34.2,33.67,3.686,4.286,3.345,39.29,39.4,39.23,5.468,5.823,5.198,32.44,32.56,32.35,3.074,3.145,3.016,44.33,45.44,43.06,7.482
NULL,glenboro,2023-05-02,"2023-05-03 00:00:00",777,239,12.66,7999,8.53,19.75,"2023-05-02 17:28:00",-2.62,"2023-05-02 05:31:00",54.17,89,"2023-05-02 05:36:00",18.67,"2023-05-02 17:14:00",0,7.017,"2023-05-02 17:42:45",2.518,275.1,39.76,5.632,10.85,1.311,0.29,0.828,"2023-05-02 13:39:25",24.99253,0,10.6,13.91,7.666,36.8,37,36.5,2.611,3.434,2.103,42.91,43.12,42.6,2.529,2.555,2.488,43.17,43.21,43.09,2.171,2.184,2.153,41.95,42.03,41.86,5.046
